TP_ABRANGENCIA;SG_UF;DS_CARGO;DS_SITUACAO_CANDIDATURA;TP_AGREMIACAO;SG_UF_NASCIMENTO;NR_IDADE_DATA_POSSE;DS_GENERO;DS_GRAU_INSTRUCAO;DS_ESTADO_CIVIL;;;;DS_COR_RACA;ST_REELEICAO;ST_DECLARAR_BENS
ESTADUAL;SP;DEPUTADO ESTADUAL;APTO;PARTIDO ISOLADO;SP;36;MASCULINO;SUPERIOR COMPLETO;SOLTEIRO(A);;;;BRANCA;N;S
ESTADUAL;PA;DEPUTADO ESTADUAL;APTO;COLIGAÇÃO;PA;53;MASCULINO;SUPERIOR COMPLETO;CASADO(A);;;;PARDA;N;S
ESTADUAL;SP;DEPUTADO FEDERAL;APTO;PARTIDO ISOLADO;SP;51;MASCULINO;SUPERIOR COMPLETO;SOLTEIRO(A);;;;BRANCA;N;S
ESTADUAL;MG;DEPUTADO ESTADUAL;APTO;COLIGAÇÃO;MG;76;MASCULINO;SUPERIOR COMPLETO;CASADO(A);;;;BRANCA;N;S
ESTADUAL;SP;DEPUTADO FEDERAL;APTO;PARTIDO ISOLADO;SP;56;MASCULINO;SUPERIOR COMPLETO;DIVORCIADO(A);;;;PARDA;N;N
ESTADUAL;MG;DEPUTADO ESTADUAL;APTO;PARTIDO ISOLADO;MG;50;MASCULINO;SUPERIOR COMPLETO;CASADO(A);;;;PARDA;N;S
ESTADUAL;PR;DEPUTADO ESTADUAL;APTO;COLIGAÇÃO;SC;56;MASCULINO;SUPERIOR COMPLETO;CASADO(A);;;;BRANCA;S;S
ESTADUAL;DF;DEPUTADO DISTRITAL;APTO;COLIGAÇÃO;DF;38;FEMININO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);;;;PRETA;N;N
ESTADUAL;SC;DEPUTADO ESTADUAL;APTO;COLIGAÇÃO;SC;44;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);;;;BRANCA;N;S
ESTADUAL;SP;DEPUTADO ESTADUAL;APTO;PARTIDO ISOLADO;SP;54;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);;;;BRANCA;N;S
ESTADUAL;CE;DEPUTADO FEDERAL;INAPTO;PARTIDO ISOLADO;CE;40;FEMININO;SUPERIOR COMPLETO;SOLTEIRO(A);;;;BRANCA;N;N
ESTADUAL;MG;DEPUTADO FEDERAL;APTO;COLIGAÇÃO;MG;52;MASCULINO;SUPERIOR COMPLETO;CASADO(A);;;;PARDA;N;N
ESTADUAL;DF;DEPUTADO DISTRITAL;APTO;COLIGAÇÃO;PI;61;MASCULINO;SUPERIOR INCOMPLETO;CASADO(A);;;;PARDA;N;S
ESTADUAL;RJ;DEPUTADO ESTADUAL;APTO;PARTIDO ISOLADO;RJ;39;MASCULINO;SUPERIOR INCOMPLETO;CASADO(A);;;;PARDA;N;N
ESTADUAL;GO;DEPUTADO ESTADUAL;APTO;PARTIDO ISOLADO;GO;48;FEMININO;SUPERIOR COMPLETO;CASADO(A);;;;BRANCA;N;S
ESTADUAL;ES;DEPUTADO ESTADUAL;APTO;COLIGAÇÃO;ES;41;FEMININO;ENSINO MÉDIO COMPLETO;CASADO(A);;;;PRETA;N;S
ESTADUAL;SP;DEPUTADO ESTADUAL;APTO;COLIGAÇÃO;SP;46;FEMININO;SUPERIOR COMPLETO;CASADO(A);;;;BRANCA;N;S
ESTADUAL;MG;DEPUTADO FEDERAL;APTO;PARTIDO ISOLADO;MG;49;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);;;;PARDA;N;S
ESTADUAL;SP;DEPUTADO ESTADUAL;APTO;COLIGAÇÃO;SP;64;MASCULINO;SUPERIOR COMPLETO;CASADO(A);;;;BRANCA;N;S
ESTADUAL;SE;DEPUTADO ESTADUAL;APTO;COLIGAÇÃO;SE;38;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;DIVORCIADO(A);;;;PARDA;N;N
ESTADUAL;RO;DEPUTADO ESTADUAL;APTO;COLIGAÇÃO;PR;41;MASCULINO;SUPERIOR COMPLETO;SOLTEIRO(A);;;;PARDA;N;S
ESTADUAL;ES;DEPUTADO ESTADUAL;APTO;COLIGAÇÃO;ES;41;MASCULINO;SUPERIOR INCOMPLETO;CASADO(A);;;;PARDA;N;S
ESTADUAL;AC;DEPUTADO ESTADUAL;INAPTO;COLIGAÇÃO;AC;25;FEMININO;SUPERIOR INCOMPLETO;SOLTEIRO(A);;;;PARDA;N;N
ESTADUAL;ES;DEPUTADO ESTADUAL;APTO;COLIGAÇÃO;RJ;52;MASCULINO;SUPERIOR COMPLETO;CASADO(A);;;;BRANCA;N;S
ESTADUAL;SP;DEPUTADO FEDERAL;APTO;PARTIDO ISOLADO;CE;60;FEMININO;SUPERIOR INCOMPLETO;DIVORCIADO(A);;;;BRANCA;N;N
ESTADUAL;AM;DEPUTADO ESTADUAL;INAPTO;COLIGAÇÃO;AM;45;FEMININO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);;;;PARDA;N;N
ESTADUAL;PB;DEPUTADO ESTADUAL;APTO;COLIGAÇÃO;PB;45;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);;;;PARDA;N;S
ESTADUAL;PB;DEPUTADO ESTADUAL;APTO;COLIGAÇÃO;PB;47;MASCULINO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);;;;PARDA;N;S
ESTADUAL;DF;DEPUTADO DISTRITAL;APTO;COLIGAÇÃO;DF;47;FEMININO;SUPERIOR COMPLETO;SOLTEIRO(A);;;;PARDA;N;S
ESTADUAL;RJ;DEPUTADO FEDERAL;APTO;PARTIDO ISOLADO;RJ;59;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);;;;BRANCA;N;N
ESTADUAL;SP;DEPUTADO FEDERAL;APTO;COLIGAÇÃO;SP;54;MASCULINO;SUPERIOR COMPLETO;CASADO(A);;;;PARDA;N;N
ESTADUAL;RJ;DEPUTADO ESTADUAL;APTO;COLIGAÇÃO;RJ;31;MASCULINO;SUPERIOR COMPLETO;SOLTEIRO(A);;;;BRANCA;N;S
ESTADUAL;RO;DEPUTADO ESTADUAL;INAPTO;COLIGAÇÃO;ES;52;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);;;;PARDA;N;S
ESTADUAL;CE;DEPUTADO FEDERAL;INAPTO;COLIGAÇÃO;CE;73;FEMININO;SUPERIOR COMPLETO;SOLTEIRO(A);;;;BRANCA;N;S
ESTADUAL;RJ;DEPUTADO ESTADUAL;INAPTO;COLIGAÇÃO;RJ;37;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);;;;BRANCA;N;S
ESTADUAL;MT;DEPUTADO ESTADUAL;INAPTO;PARTIDO ISOLADO;MT;39;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;CASADO(A);;;;INDÍGENA;N;N
ESTADUAL;AM;DEPUTADO ESTADUAL;INAPTO;PARTIDO ISOLADO;AM;39;FEMININO;SUPERIOR COMPLETO;CASADO(A);;;;PARDA;N;S
ESTADUAL;PR;DEPUTADO ESTADUAL;APTO;COLIGAÇÃO;PR;62;MASCULINO;SUPERIOR COMPLETO;CASADO(A);;;;BRANCA;S;S
ESTADUAL;AC;DEPUTADO ESTADUAL;APTO;PARTIDO ISOLADO;AC;24;FEMININO;SUPERIOR COMPLETO;CASADO(A);;;;BRANCA;N;N
ESTADUAL;AM;DEPUTADO ESTADUAL;APTO;COLIGAÇÃO;AM;53;MASCULINO;SUPERIOR COMPLETO;CASADO(A);;;;PARDA;N;N
ESTADUAL;CE;DEPUTADO ESTADUAL;APTO;PARTIDO ISOLADO;CE;45;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);;;;PARDA;N;S
ESTADUAL;AC;DEPUTADO ESTADUAL;APTO;PARTIDO ISOLADO;AC;21;MASCULINO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);;;;PARDA;N;N
ESTADUAL;MA;DEPUTADO ESTADUAL;APTO;PARTIDO ISOLADO;MA;37;MASCULINO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);;;;PARDA;N;S
ESTADUAL;RJ;DEPUTADO ESTADUAL;APTO;COLIGAÇÃO;RJ;61;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;CASADO(A);;;;BRANCA;N;N
ESTADUAL;MA;DEPUTADO ESTADUAL;APTO;COLIGAÇÃO;MA;53;MASCULINO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);;;;PARDA;N;S
ESTADUAL;PE;DEPUTADO ESTADUAL;APTO;PARTIDO ISOLADO;PE;47;MASCULINO;SUPERIOR COMPLETO;SOLTEIRO(A);;;;PARDA;N;N
ESTADUAL;MA;DEPUTADO ESTADUAL;APTO;COLIGAÇÃO;MA;40;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);;;;PARDA;N;N
ESTADUAL;RJ;DEPUTADO ESTADUAL;APTO;PARTIDO ISOLADO;RJ;48;MASCULINO;SUPERIOR COMPLETO;DIVORCIADO(A);;;;BRANCA;N;N
ESTADUAL;SP;DEPUTADO FEDERAL;APTO;PARTIDO ISOLADO;PR;49;MASCULINO;SUPERIOR COMPLETO;SOLTEIRO(A);;;;PRETA;N;S
ESTADUAL;SC;DEPUTADO ESTADUAL;APTO;COLIGAÇÃO;SC;35;FEMININO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);;;;BRANCA;N;N
ESTADUAL;RR;DEPUTADO ESTADUAL;APTO;COLIGAÇÃO;RR;33;FEMININO;SUPERIOR COMPLETO;CASADO(A);;;;BRANCA;N;S
ESTADUAL;RJ;DEPUTADO ESTADUAL;APTO;PARTIDO ISOLADO;RJ;40;FEMININO;SUPERIOR COMPLETO;SOLTEIRO(A);;;;PARDA;N;N
ESTADUAL;AM;DEPUTADO ESTADUAL;APTO;COLIGAÇÃO;AM;40;MASCULINO;SUPERIOR INCOMPLETO;SOLTEIRO(A);;;;BRANCA;N;S
ESTADUAL;RN;DEPUTADO ESTADUAL;APTO;COLIGAÇÃO;RN;44;FEMININO;SUPERIOR INCOMPLETO;CASADO(A);;;;BRANCA;N;S
ESTADUAL;GO;DEPUTADO ESTADUAL;INAPTO;PARTIDO ISOLADO;GO;50;FEMININO;SUPERIOR COMPLETO;VIÚVO(A);;;;BRANCA;N;N
ESTADUAL;ES;DEPUTADO ESTADUAL;APTO;COLIGAÇÃO;BA;41;MASCULINO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);;;;PRETA;N;N
ESTADUAL;SP;DEPUTADO ESTADUAL;INAPTO;COLIGAÇÃO;PR;64;FEMININO;SUPERIOR COMPLETO;DIVORCIADO(A);;;;BRANCA;N;N
ESTADUAL;SP;DEPUTADO FEDERAL;APTO;PARTIDO ISOLADO;SP;45;MASCULINO;SUPERIOR INCOMPLETO;CASADO(A);;;;BRANCA;N;N
ESTADUAL;RJ;DEPUTADO ESTADUAL;APTO;PARTIDO ISOLADO;RJ;54;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);;;;PARDA;N;S
ESTADUAL;PR;DEPUTADO ESTADUAL;APTO;PARTIDO ISOLADO;PR;42;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);;;;PARDA;N;N
ESTADUAL;RR;DEPUTADO ESTADUAL;APTO;PARTIDO ISOLADO;MG;56;MASCULINO;SUPERIOR COMPLETO;CASADO(A);;;;BRANCA;N;S
ESTADUAL;RJ;DEPUTADO ESTADUAL;APTO;PARTIDO ISOLADO;RJ;37;MASCULINO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);;;;PARDA;N;N
ESTADUAL;RJ;DEPUTADO ESTADUAL;APTO;COLIGAÇÃO;RJ;25;MASCULINO;SUPERIOR INCOMPLETO;SOLTEIRO(A);;;;PARDA;N;N
ESTADUAL;RR;DEPUTADO FEDERAL;INAPTO;COLIGAÇÃO;PR;50;MASCULINO;SUPERIOR INCOMPLETO;CASADO(A);;;;PARDA;N;N
ESTADUAL;AP;DEPUTADO ESTADUAL;INAPTO;PARTIDO ISOLADO;AP;49;MASCULINO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);;;;PARDA;N;S
ESTADUAL;SP;DEPUTADO FEDERAL;INAPTO;COLIGAÇÃO;SP;47;MASCULINO;SUPERIOR COMPLETO;CASADO(A);;;;PARDA;N;S
ESTADUAL;MA;DEPUTADO ESTADUAL;APTO;COLIGAÇÃO;MA;27;MASCULINO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);;;;PARDA;N;S
ESTADUAL;SC;DEPUTADO FEDERAL;APTO;PARTIDO ISOLADO;PR;54;FEMININO;SUPERIOR COMPLETO;CASADO(A);;;;BRANCA;N;S
ESTADUAL;SP;DEPUTADO ESTADUAL;APTO;COLIGAÇÃO;SP;69;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);;;;PARDA;N;S
ESTADUAL;AP;DEPUTADO ESTADUAL;APTO;COLIGAÇÃO;AP;36;FEMININO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);;;;PARDA;N;S
ESTADUAL;PE;DEPUTADO FEDERAL;APTO;COLIGAÇÃO;PE;38;MASCULINO;SUPERIOR COMPLETO;CASADO(A);;;;BRANCA;N;S
ESTADUAL;SP;DEPUTADO ESTADUAL;APTO;PARTIDO ISOLADO;SP;56;FEMININO;SUPERIOR COMPLETO;SOLTEIRO(A);;;;BRANCA;N;S
ESTADUAL;RS;DEPUTADO ESTADUAL;APTO;PARTIDO ISOLADO;RS;52;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);;;;BRANCA;N;S
ESTADUAL;MT;DEPUTADO ESTADUAL;APTO;COLIGAÇÃO;PR;47;MASCULINO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);;;;BRANCA;N;S
ESTADUAL;RS;DEPUTADO FEDERAL;APTO;COLIGAÇÃO;RS;58;FEMININO;SUPERIOR COMPLETO;CASADO(A);;;;BRANCA;N;S
ESTADUAL;SP;DEPUTADO FEDERAL;INAPTO;PARTIDO ISOLADO;BA;47;MASCULINO;SUPERIOR INCOMPLETO;SOLTEIRO(A);;;;BRANCA;N;N
ESTADUAL;RJ;DEPUTADO ESTADUAL;APTO;PARTIDO ISOLADO;RJ;47;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);;;;PARDA;N;S
ESTADUAL;GO;DEPUTADO ESTADUAL;APTO;COLIGAÇÃO;GO;27;FEMININO;SUPERIOR INCOMPLETO;SOLTEIRO(A);;;;PARDA;N;N
ESTADUAL;MT;DEPUTADO FEDERAL;INAPTO;COLIGAÇÃO;MT;25;FEMININO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);;;;BRANCA;N;S
ESTADUAL;MG;DEPUTADO FEDERAL;INAPTO;PARTIDO ISOLADO;SP;23;FEMININO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);;;;BRANCA;N;N
ESTADUAL;DF;2º SUPLENTE;APTO;PARTIDO ISOLADO;PR;44;MASCULINO;SUPERIOR COMPLETO;CASADO(A);;;;BRANCA;N;S
ESTADUAL;SP;DEPUTADO FEDERAL;APTO;PARTIDO ISOLADO;SP;45;MASCULINO;SUPERIOR COMPLETO;SOLTEIRO(A);;;;PARDA;N;S
ESTADUAL;RS;DEPUTADO FEDERAL;APTO;COLIGAÇÃO;RS;61;MASCULINO;ENSINO MÉDIO INCOMPLETO;CASADO(A);;;;BRANCA;N;S
ESTADUAL;RJ;DEPUTADO FEDERAL;APTO;PARTIDO ISOLADO;RJ;28;MASCULINO;SUPERIOR COMPLETO;SOLTEIRO(A);;;;BRANCA;N;S
ESTADUAL;AL;DEPUTADO FEDERAL;APTO;COLIGAÇÃO;AL;33;MASCULINO;SUPERIOR COMPLETO;SOLTEIRO(A);;;;BRANCA;S;S
ESTADUAL;MG;DEPUTADO ESTADUAL;APTO;COLIGAÇÃO;MG;59;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;DIVORCIADO(A);;;;BRANCA;N;S
ESTADUAL;MG;GOVERNADOR;APTO;COLIGAÇÃO;MG;72;FEMININO;SUPERIOR COMPLETO;CASADO(A);;;;BRANCA;N;S
ESTADUAL;MG;DEPUTADO ESTADUAL;APTO;COLIGAÇÃO;MG;67;MASCULINO;ENSINO MÉDIO COMPLETO;DIVORCIADO(A);;;;AMARELA;N;N
ESTADUAL;MS;DEPUTADO ESTADUAL;APTO;COLIGAÇÃO;MS;32;FEMININO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);;;;PARDA;N;N
ESTADUAL;RJ;DEPUTADO FEDERAL;APTO;COLIGAÇÃO;RJ;56;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);;;;PARDA;N;S
ESTADUAL;RO;DEPUTADO ESTADUAL;APTO;COLIGAÇÃO;ES;53;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;DIVORCIADO(A);;;;PRETA;N;S
ESTADUAL;CE;DEPUTADO ESTADUAL;APTO;COLIGAÇÃO;CE;32;MASCULINO;SUPERIOR COMPLETO;DIVORCIADO(A);;;;BRANCA;N;N
ESTADUAL;RS;DEPUTADO ESTADUAL;APTO;COLIGAÇÃO;RS;43;MASCULINO;SUPERIOR COMPLETO;DIVORCIADO(A);;;;BRANCA;N;S
ESTADUAL;RS;DEPUTADO ESTADUAL;APTO;PARTIDO ISOLADO;RS;40;FEMININO;SUPERIOR COMPLETO;CASADO(A);;;;BRANCA;N;S
ESTADUAL;PA;DEPUTADO ESTADUAL;APTO;COLIGAÇÃO;PA;21;MASCULINO;SUPERIOR INCOMPLETO;SOLTEIRO(A);;;;PARDA;N;N
ESTADUAL;BA;DEPUTADO FEDERAL;APTO;COLIGAÇÃO;BA;37;FEMININO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);;;;PRETA;N;N
ESTADUAL;AC;DEPUTADO ESTADUAL;APTO;PARTIDO ISOLADO;MS;38;MASCULINO;SUPERIOR COMPLETO;SOLTEIRO(A);;;;BRANCA;N;S
ESTADUAL;CE;DEPUTADO ESTADUAL;APTO;COLIGAÇÃO;CE;60;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;CASADO(A);;;;BRANCA;N;S
ESTADUAL;ES;DEPUTADO ESTADUAL;APTO;COLIGAÇÃO;ES;64;FEMININO;ENSINO FUNDAMENTAL COMPLETO;CASADO(A);;;;PRETA;N;N
ESTADUAL;PE;DEPUTADO ESTADUAL;APTO;COLIGAÇÃO;PE;45;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;CASADO(A);;;;PARDA;N;N
ESTADUAL;SP;DEPUTADO ESTADUAL;APTO;PARTIDO ISOLADO;SP;46;MASCULINO;SUPERIOR COMPLETO;CASADO(A);;;;BRANCA;N;S
ESTADUAL;RJ;DEPUTADO FEDERAL;APTO;COLIGAÇÃO;RJ;49;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);;;;BRANCA;N;S
ESTADUAL;BA;DEPUTADO ESTADUAL;APTO;COLIGAÇÃO;BA;46;MASCULINO;SUPERIOR COMPLETO;CASADO(A);;;;PARDA;S;S
ESTADUAL;AM;DEPUTADO ESTADUAL;APTO;PARTIDO ISOLADO;AM;56;MASCULINO;SUPERIOR COMPLETO;CASADO(A);;;;PARDA;N;N
ESTADUAL;RR;DEPUTADO ESTADUAL;APTO;COLIGAÇÃO;RR;34;MASCULINO;SUPERIOR COMPLETO;CASADO(A);;;;PARDA;N;S
ESTADUAL;RJ;DEPUTADO FEDERAL;APTO;COLIGAÇÃO;RJ;44;MASCULINO;SUPERIOR COMPLETO;CASADO(A);;;;BRANCA;N;S
ESTADUAL;PE;DEPUTADO FEDERAL;APTO;COLIGAÇÃO;PE;53;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);;;;PARDA;S;S
ESTADUAL;RJ;DEPUTADO FEDERAL;APTO;COLIGAÇÃO;MG;49;FEMININO;SUPERIOR COMPLETO;SOLTEIRO(A);;;;PRETA;N;N
ESTADUAL;SP;DEPUTADO FEDERAL;APTO;COLIGAÇÃO;SC;62;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);;;;BRANCA;N;S
ESTADUAL;AM;DEPUTADO ESTADUAL;APTO;PARTIDO ISOLADO;AM;23;FEMININO;ENSINO MÉDIO INCOMPLETO;SOLTEIRO(A);;;;PARDA;N;N
ESTADUAL;BA;DEPUTADO FEDERAL;APTO;COLIGAÇÃO;BA;27;FEMININO;SUPERIOR COMPLETO;SOLTEIRO(A);;;;PARDA;N;N
ESTADUAL;RS;DEPUTADO ESTADUAL;APTO;COLIGAÇÃO;RS;48;MASCULINO;SUPERIOR INCOMPLETO;DIVORCIADO(A);;;;BRANCA;N;N
ESTADUAL;RR;DEPUTADO FEDERAL;APTO;COLIGAÇÃO;MA;55;FEMININO;SUPERIOR COMPLETO;CASADO(A);;;;BRANCA;N;S
ESTADUAL;BA;DEPUTADO ESTADUAL;APTO;COLIGAÇÃO;BA;34;MASCULINO;SUPERIOR COMPLETO;CASADO(A);;;;BRANCA;N;S
ESTADUAL;PB;DEPUTADO ESTADUAL;APTO;COLIGAÇÃO;PB;79;FEMININO;SUPERIOR COMPLETO;CASADO(A);;;;BRANCA;N;N
ESTADUAL;SP;DEPUTADO FEDERAL;APTO;PARTIDO ISOLADO;SP;69;MASCULINO;SUPERIOR COMPLETO;SOLTEIRO(A);;;;BRANCA;N;S
ESTADUAL;SP;DEPUTADO ESTADUAL;APTO;COLIGAÇÃO;PI;46;MASCULINO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);;;;PRETA;N;N
ESTADUAL;RJ;DEPUTADO ESTADUAL;APTO;COLIGAÇÃO;RJ;46;FEMININO;SUPERIOR COMPLETO;SOLTEIRO(A);;;;BRANCA;N;N
ESTADUAL;RR;DEPUTADO ESTADUAL;APTO;COLIGAÇÃO;DF;40;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);;;;PARDA;N;N
ESTADUAL;TO;DEPUTADO ESTADUAL;APTO;COLIGAÇÃO;TO;49;MASCULINO;SUPERIOR COMPLETO;CASADO(A);;;;PARDA;N;S
ESTADUAL;SE;DEPUTADO ESTADUAL;APTO;PARTIDO ISOLADO;SE;33;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);;;;PRETA;N;N
ESTADUAL;SP;DEPUTADO ESTADUAL;APTO;PARTIDO ISOLADO;SP;49;FEMININO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);;;;BRANCA;N;S
ESTADUAL;DF;DEPUTADO DISTRITAL;APTO;PARTIDO ISOLADO;GO;44;MASCULINO;SUPERIOR COMPLETO;CASADO(A);;;;PARDA;N;S
ESTADUAL;RO;DEPUTADO FEDERAL;APTO;COLIGAÇÃO;ES;55;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;CASADO(A);;;;PARDA;N;S
ESTADUAL;PA;DEPUTADO ESTADUAL;APTO;COLIGAÇÃO;PA;50;FEMININO;SUPERIOR INCOMPLETO;SOLTEIRO(A);;;;PARDA;N;N
ESTADUAL;PR;DEPUTADO ESTADUAL;APTO;PARTIDO ISOLADO;PR;74;MASCULINO;SUPERIOR COMPLETO;CASADO(A);;;;BRANCA;N;S
ESTADUAL;BA;DEPUTADO ESTADUAL;APTO;COLIGAÇÃO;BA;38;MASCULINO;SUPERIOR COMPLETO;CASADO(A);;;;PARDA;N;S
ESTADUAL;AC;DEPUTADO ESTADUAL;APTO;COLIGAÇÃO;AC;44;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;CASADO(A);;;;AMARELA;N;N
ESTADUAL;MG;DEPUTADO ESTADUAL;APTO;PARTIDO ISOLADO;MG;41;MASCULINO;SUPERIOR COMPLETO;SOLTEIRO(A);;;;PARDA;N;N
ESTADUAL;SP;DEPUTADO ESTADUAL;APTO;PARTIDO ISOLADO;SP;58;FEMININO;ENSINO FUNDAMENTAL COMPLETO;CASADO(A);;;;BRANCA;N;S
ESTADUAL;GO;DEPUTADO FEDERAL;APTO;COLIGAÇÃO;GO;65;MASCULINO;SUPERIOR COMPLETO;CASADO(A);;;;BRANCA;N;S
ESTADUAL;AM;DEPUTADO ESTADUAL;APTO;COLIGAÇÃO;AM;52;MASCULINO;SUPERIOR COMPLETO;CASADO(A);;;;BRANCA;N;N
ESTADUAL;DF;DEPUTADO DISTRITAL;APTO;COLIGAÇÃO;RJ;47;MASCULINO;SUPERIOR INCOMPLETO;SOLTEIRO(A);;;;PARDA;N;S
ESTADUAL;PR;DEPUTADO ESTADUAL;APTO;COLIGAÇÃO;PR;49;MASCULINO;ENSINO MÉDIO COMPLETO;DIVORCIADO(A);;;;BRANCA;N;S
ESTADUAL;RJ;DEPUTADO FEDERAL;INAPTO;COLIGAÇÃO;RJ;70;MASCULINO;SUPERIOR COMPLETO;CASADO(A);;;;PARDA;N;N
ESTADUAL;PB;DEPUTADO ESTADUAL;APTO;COLIGAÇÃO;PB;53;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);;;;PARDA;N;N
ESTADUAL;SP;DEPUTADO ESTADUAL;INAPTO;PARTIDO ISOLADO;SP;63;MASCULINO;ENSINO MÉDIO COMPLETO;DIVORCIADO(A);;;;PARDA;N;N
ESTADUAL;PB;DEPUTADO FEDERAL;APTO;COLIGAÇÃO;PB;22;MASCULINO;SUPERIOR INCOMPLETO;SOLTEIRO(A);;;;BRANCA;N;N
ESTADUAL;CE;DEPUTADO FEDERAL;APTO;COLIGAÇÃO;CE;36;FEMININO;SUPERIOR INCOMPLETO;SOLTEIRO(A);;;;PRETA;N;S
ESTADUAL;MG;DEPUTADO ESTADUAL;APTO;PARTIDO ISOLADO;MG;46;MASCULINO;SUPERIOR COMPLETO;SOLTEIRO(A);;;;BRANCA;N;S
ESTADUAL;PB;DEPUTADO ESTADUAL;APTO;COLIGAÇÃO;PB;71;MASCULINO;SUPERIOR COMPLETO;SOLTEIRO(A);;;;BRANCA;N;N
ESTADUAL;SP;DEPUTADO ESTADUAL;APTO;COLIGAÇÃO;SP;39;MASCULINO;SUPERIOR COMPLETO;CASADO(A);;;;BRANCA;N;S
ESTADUAL;AP;DEPUTADO ESTADUAL;INAPTO;PARTIDO ISOLADO;PA;36;MASCULINO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);;;;PRETA;N;N
ESTADUAL;RS;DEPUTADO FEDERAL;APTO;PARTIDO ISOLADO;RS;48;FEMININO;ENSINO MÉDIO COMPLETO;DIVORCIADO(A);;;;PRETA;N;S
ESTADUAL;MA;GOVERNADOR;APTO;COLIGAÇÃO;MA;50;MASCULINO;SUPERIOR COMPLETO;CASADO(A);;;;PARDA;S;S
ESTADUAL;BA;DEPUTADO ESTADUAL;APTO;COLIGAÇÃO;BA;45;FEMININO;ENSINO MÉDIO COMPLETO;CASADO(A);;;;PARDA;N;S
ESTADUAL;SC;DEPUTADO FEDERAL;APTO;COLIGAÇÃO;RS;38;MASCULINO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);;;;BRANCA;N;S
ESTADUAL;GO;DEPUTADO ESTADUAL;APTO;PARTIDO ISOLADO;BA;47;MASCULINO;SUPERIOR INCOMPLETO;CASADO(A);;;;PARDA;N;N
ESTADUAL;RO;DEPUTADO ESTADUAL;APTO;COLIGAÇÃO;PR;52;MASCULINO;SUPERIOR COMPLETO;CASADO(A);;;;BRANCA;N;S
ESTADUAL;BA;DEPUTADO ESTADUAL;APTO;COLIGAÇÃO;BA;47;FEMININO;ENSINO MÉDIO INCOMPLETO;SOLTEIRO(A);;;;PRETA;N;N
ESTADUAL;AP;DEPUTADO FEDERAL;APTO;COLIGAÇÃO;PA;39;MASCULINO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);;;;BRANCA;N;N
